Review_0,Review_1,Id
"this was a great covid find! 

you could notice that all the tables had been physicay moved to adhere to the six feet rule with a lot of space inbetween....","My wife and I just did takeout from here and everything was fantastic. The bao was so fresh, The blue fin tuna tacos had really fresh salad on them, and I...",HaGoOH9GzsBZcmPpiEIJvA
We just finished working with Peter Searcy to acquire a condo in mid-town. Peter had valuable market knowledge but perhaps his best attribute was his...,"Community & Council Realty is exactly what their name states - a company that brings its customers into its inner-circle while providing thoughtful,...",SyJVA5LtgHkPL_MEFxtfRA
"I've been here a few times, with the last being in 2018 for a wedding, but this particular trip was for some needed outdoor holiday fun with my husband and...",The Atlanta Botanical Garden is one of the reasons living in Midtown is Atlanta living at its best. A membership means you have a beautiful oasis to retreat...,sDqnpVXGzIHqrCkmfzsJgw
Filet mignon and lobster with lobster mac and cheese on the side... AWESOME! The steak was definitely the star of the meal for me. Cooked well done (not...,Me and my husband came here for our 3 year anniversary. Since we had reservations we were sat as soon as we arrived. Valet parking is available and they...,sOCzxcEo5v1yT-OzBriekA
Very Sweet people... they are very helpful... get you to the right people to help you with your credit.. make sure you own a house in a year.. Janessa and...,"I'm a busy person, so I generally only pause to yelp review services/vendors that I absolutely loved:

In this case, in the middle of my fiance and I's...",UUlwV60jSZuQZmnZGixt_w
Great spot for a fancy pizza night out. I was expecting more of a dive bar vibe before I went but I was pleasantly surprised by how nice the ambience of...,Visited for the first time during the pandemic and I couldn't have been happier with my experience. The staff was super friendly and every thing was in...,MOHaDv9dBXIvVGS_DSZVrQ
Sip & Trap Thursday at the Trap Music Museum was NICE. Enjoyed photographing the scenery. I Loved the Nipsey Hussle (Victory Lap) Mural the most!!! The...,"I went to TI's Trap Museum in February for my birthday. I wouldnt expect the museum to be busy, but OMG... it was packed. The parking lot was full, there...",Ag6dt9EyynhCf-vPSHU2Tw
We stayed in three of their properties over the course of two months.  Each of the homes were beautifully decorated and very well appointed.  I  also love...,,1fdgX9930OqgtW6FHfC-vw
"My coworker and I came here for Porgy and Bess.

Ticket prices were reasonable for the seats we selected.

Parking was ample in the attached covered deck...","This is really a beautiful venue. Although it's not close to where I live, it's pretty convenient to get to, which I appreciate. I have been here a couple...",QqW1Mqh_7nE05ssh7iao6w
T&G top 10 best club in Atlanta if you have a section at T&G you are king i love all the girls that work there and the staff keeps your section clean they...,I never visited before the renovations but I attended the opening night party and it was something beautiful inside! There's a huge bar directly in the...,fprlMS4c2xa6iJD3mXWRsQ
"I can't say enough good things about Tomo the restaurant OR Chef Tomo. 

I was blown away by Chef Toni's creativity & the obscenely good food we experienced...",Let me start by saying that my review is based on what I expect from a restaurant that is expensive and somewhat high end sushi. For two people we dropped...,-AIX1rem_OF-9Et3p_K9Gg
Our family has been in hard core quarantine since March of 2020. We were so delighted to find a fun drive-in move theater hosted by the Plaza. We went on...,"Beautiful old theater. I believe this is the longest standing independent. The exterior and interior equally great.  Traffic was brutal in this area, one...",0GujOjhAi7d4bnDhUTqkTg
Have worked with Jan and her company on a couple of events and couldn't be happier.  She brings so much to the party...literally!  It's been a pleasure...,"Great evening with Jan the fortune teller! I used her for a corporate event I was hosting and she blew everyone away. Very professional, entertaining, and...",ytbBMELuutpKNNWxmr-OHg
"This was my first time out since social distancing guidelines have been put in place, and I will say this restaurant did a pretty good job at enforcing...",I just ate there. COVID is still a major concern. The staff all had on masks the entire time. I ordered pickup and waited at the bar for it to be prepared....,wutVo9ZjFu99HAAY4IGjhw
"Even as a major foodie from New York, I found this tour and the food served to be top notch! It was such an informative and fun tour of Atlanta and the...",On a whim decided to do a food tour for my friend Jean's birthday while I was visiting her in Atlanta. She'd only been living here for 3 months so it seemed...,JvCQ4-9I7hC0LjjK4xZShQ
I literally give McKendrick's a well-deserved 5-star em rating.  I've heard so many good things and I can see why. We started with a crab cake that was...,"I reluctantly leave negative reviews, especially during these times as I believe it is important to support local businesses. We decided to try out...",IYKzedGE0pzSlGjUPcUy2g
"Who said you can't have Italy in Atlanta! 

I love this restaurant, the work gang and I came here for lunch one day and really enjoyed our food. The waiter...","It's the ambiance for me. 

Don't get me wrong, the food was delicious too. Met up with a couple of friends, and I feel like we ordered all of the pizza. My...",Slj9yz_RfDRqiMRH8VxUMQ
"What can I say? Flemings knows great steak. The environment is excellent, and the food exceeds expectations. During COVID I opt in for private dining, and...","Yesterday (Saturday, April 25, 2020) was our 50th wedding anniversary and to celebrate, we wanted to do home delivery we live in East Cobb County) from a...",ryECZmos2kvI1-pd5bi61g
Hidden gem when it comes to Italian food.  Ruined Olive Garden for me. Best pasta in town!  I usually do take out but they also have a dog friendly patio...,"Phenomenal food, our new go to for Italian. Delivery has been on point every time! We've ordered a few times already.",kXsvTG6zzQt0xKP8jFUpMQ
"What can I say?!. From the assistance with placing my order, to the patience in answering my questions; the expertise on layout down to the details on...",Unprofessional after days of no reply to an order request I called in to be told that I can only speak with 1 person for assistance on a Friday Conveniently...,EsUaVV4AZ2XLXvi4aAyN9A
"Food snob from Chicago here! Every review for bad service or food quality must've been during drunk hours. They couldn't be nicer, more respectful people....","This my first time at the infamous Waffle House and it was awesome that I was ""in the A"" to be able to experience it. All in all, it was a simple meal. I...",EKT0JIUdhbfjeVaEKssaTA
"Amazing service! Wonderful food! Great ambiance! And covid safety precautions all the way!
Valet parking and self parking options. Yes they validate. Masks...","Went here for my birthday and was highly impressed. The interior of the restaurant was beautiful but, due to COVID, we sat outdoors. Their patio heaters...",flrsv0dum7T68jy7QSDRKw
Let me add my name to those who have already raved about this place before me. The ordering process is easy and it took only a few minutes to get my...,This is one of the best southern fried chicken I tried today. Delivery was quick and self service kiosk to place order was exceptional. Chicken quality was...,DOu8Wl1uZ28uQIP96DSx7g
The Aveda institute Atlanta is a great place. I arrived during covid and they have excellent preventative policies during the pandemic. They checked your...,I was a little Nervous at first after reading all the yelp reviews however my experience was all positive. The young lady I had her name was Sierra and she...,oTfVZCR9uHNHdzoiOKPXlg
,,Smb7y3NqKb0UMSkyRsW1UA
"Due to covid only the rooftop was open...but man I'm glad! Temps were just fine and the view was great! Apps, sushi and drinks were great!!!! We will be...","If you're looking for a beautiful restaurant with good Japanese cuisine, this is a great option! 

I went here a few times ever since a friend of mine...",KfKW8ZIOOFiZSIVlFgmVtA
"I'd prefer to put my Theatre in your Circle, but since that's out, this will have to do.

TITS (yes, I mean, think about it) is gorgeous and old looking,...",This is an intimate theatre. Every seat is a great seat. I love small theatres. An excellent choices of African American and Latino plays. This and Horizon...,kfJAihpPBJ-IegSPy3hn7A
Oh my!!! Where do I begin!?!!!  My husband and I went there last night to bring in the New Year for 2021!!! HANDS DOWN THE BEST PARTY EVER!!!  Live music...,"We really try to give this eatery chance after chance. The location is great to people watch and have a brew. So, we stopped here after a day of running...",0HuvhjQoUSo37YaJjelmrw
"If there were a sixth star, Meatballerz has earned it.   Everything we experienced here simply blew us away.  This may have been the best Caesar Salad I've...","Holy crap, this place is awesome. Wife and I discovered it tonight trying to find somewhere still taking orders so we could get our social distance eating...",LEQVpm9zz6xJM3mHPo-hCQ
"If you are looking for immaculate cleaning, these are the ladies for you. Punctual, very professional, the covid protocols are very well thought out and the...",,LV2Isz1V3gTk0AeJ6kBM7w
Great place to educate yourself while paying your respect to Dr MLK and Coretta King. I highly recommend everyone to go.,"5-star historic interest, 4-star execution, 3-star logistics.   Truly unique celebration of a history-making man; truly unique aspect of Atlanta, a town...",izIJhQ6l-pDww6EOt93spw
"Overall, fun experience! I came here with my family to see Zapp live. We got lawn seats and brought our own chairs, our own food, drinks, water, and a fan...",This was my first visit to this amphitheatre last night. I went to see Jeffrey Osborne and Peabo Bryson. We were running late. Got there about 7:30. Had no...,B9SRNbjWutLJ9CpHupQOWQ
Chelsea did a really great job with my family photos! My 15 month old was not having it that day and she was very patient and understanding. Considering how...,"I was SO pleased with the results of my pictures! My husband and I practically avoided getting family pictures done -- but now that we have them, I'm so...",yt23FtBcljHBWhZKtD_JzA
Exceptional food and service!! I have been wanting to come here for ~2 years but never got the chance. FINALLY made it for brunch this past weekend....,We visited The General Muir for the first time a couple weeks ago and were blown away by their bagels. We have been craving some good bagels and heard this...,yyakxBb3bLHcnIxHUKJNgw
"In 2018, 640 West was my go-to cafe for meetings - I frequently met clients and partners here for consultations, pitches, working sessions, etc.

I...",Went here every day of our ATL trip for our morning coffee & breakfast. All the food was tasty-- we had various sandwiches & the acai bowl. The coffee--...,x5Y27oQXtNoqjOA0LsTH6Q
I've been to this waffle house a couple of times and the servers are really kind and hospitable. The food is also decent. It doesn't stand out from other...,Nice location despite the parking lot is kinda small but I love The All Star breakfast with extra bacon please take my word and try them out.,8mS4HnlUYsOB5wDPhnEpPg
"Always an excellent experience there. Waiters and help are attentive, and kind. Food feels good to eat not to mention taste good too. The coffee is fresh...","OMG! I stopped in Farmed to grab a quick bite before heading home!

I had the slow cooked short rib pizza and maaaaan! So delicious and so fresh! I'm big on...",N6WByRGlufYPy1rZjBFuOQ
"Came for bunch with my boyfriend during the soft opening. The customer service was phenomenal. Amber was very pleasant, very attentive and we did not wait...","Stopped here for the soft opening a few nights ago.  The operations were running very smoothly, from start to finish.. so I think some of the kinks...",6coNLcU5sgzq0ky2Oq1PhQ
"Dined for lunch in restaurant- COVID protocols are strictly abided by, social distancing and masks enforced by staff. They do have outdoor dining as an...",This was my second time to Seven Lamps but my first time for lunch. The previous time I had dinner here and it was amazing so decided to give them a try for...,EmJOkTKIwgm7QJbls7hN3w
"Granted this is during COVID, but for what It was It was still GOOD. There are barriers between each table and social distancing markers are placed...",I had lunch here on Sunday and everything was amazing.  The ambience was nice with a beautiful modern industrial feel. I loved the open kitchen concept nice...,bAybZImsqUwinMrzZlzVIQ
"Can't go wrong with PONKO. I wish I episode checked in each time I've eaten here so ya know I'm not lying ;) When ordering for delivery or pick-up, ask them...",Good food every time I come. Still worth ordering for takeout right now until the dine in opens again. They even have some great dessert cups I strongly...,ROLtydC7Y_30DA8r83ZU5g
"Disclaimer: This review is for the cooking class only!


Update July 2019
After my previous review....I was reached out to by the team and given 2 free...",Update: After my previous experience/review someone from customer service reached out and offered a complimentary do-over. Kudos for the prompt response....,unbL0oWsv5JXG5m_2L2EWA
"How is it possible I've lived in Atlanta for 7 years and been a member of the High Museum but never taken time to write a review? Crazy!
There isn't much to...","I really loved this place! It's super big and there's so much to see.

A lot of people talk about how museums are boring at times. However I bet to differ,...",pKv6W3GKBVYp2S1AN0T2eQ
I mean THIS place was bomb ! I wish I could give them more than 5 stars I most certainly would. We went here for my husbands birthday. The ambiance of the...,"Was taken to Hal's last night to celebrate my birthday!  As I've recently relocated to Atlanta for work, this is the first time I've had a chance to sit...",KtI2ZEWm9VE-anUL-H_MaQ
,,_ELjm0TJT_c1rCbd3bZFiQ
