Name,Address,City,Rating,Review Count,Coordinates,Price
Unique Photo,"['123 US Hwy 46', 'Fairfield, NJ 07004']",Fairfield,3.5,113,"{'latitude': 40.86983, 'longitude': -74.308716}",2.0
Hosea Johnson Photography,"['New York, NY 10027']",New York,5.0,2,"{'latitude': 40.8110771179199, 'longitude': -73.9494171142578}",
Wholesale Photo,"['85 Godwin Ave', 'Midland Park Shopping Center', 'Midland Park, NJ 07432']",Midland Park,2.5,13,"{'latitude': 40.9837421775145, 'longitude': -74.1388316177216}",2.0
Fairway Printing & Design,"['115 W 30th St', 'Ste 306', 'New York, NY 10001']",New York,4.5,46,"{'latitude': 40.74773, 'longitude': -73.99041}",
Step It Up Events,"['Colonia, NJ 07067']",Colonia,4.5,7,"{'latitude': 40.579345703125, 'longitude': -74.2973175048828}",
Classic Photo Booth,"['Old Bridge, NJ 08857']",Old Bridge,5.0,16,"{'latitude': 40.3959503173828, 'longitude': -74.3328857421875}",
Studio Les Photography,"['187 E Broadway', 'New York, NY 10002']",New York,3.0,2,"{'latitude': 40.713944, 'longitude': -73.988923}",
Michelson Studio,"['163 Bank St', 'Manhattan, NY 10014']",Manhattan,3.0,2,"{'latitude': 40.73612, 'longitude': -74.0095599}",
Party Line Rentals,"['21 Vreeland Ave', 'Elmsford, NY 10523']",Elmsford,2.5,13,"{'latitude': 41.0567187109295, 'longitude': -73.8198852539062}",
Cinescope,"['5 S Main St', 'Doylestown, PA 18901']",Doylestown,5.0,3,"{'latitude': 40.309828966856, 'longitude': -75.1303079724312}",
Inc Pics Studios,"['8060 Webb Rd', 'Ste 741107', 'Riverdale, GA 30274']",Riverdale,5.0,1,"{'latitude': 33.5342903137207, 'longitude': -84.4151840209961}",
